DT_GERACAO,AA_ELEICAO,SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,DS_GENERO,DS_ESTADO_CIVIL,DS_FAIXA_ETARIA,DS_GRAU_ESCOLARIDADE,DS_RACA_COR,DS_IDENTIDADE_GENERO,DS_QUILOMBOLA,QT_ELEITORES,QT_ELEITORES_BIOMETRIA,QT_ELEITORES_DEFICIENCIA,QT_ELEITORES_NOME_SOCIAL
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,FEMININO,SOLTEIRO,21 a 24 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,137,86,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,MASCULINO,SOLTEIRO,30 a 34 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,88,88,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,CASADO,80 a 84 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,8,8,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,MASCULINO,CASADO,45 a 49 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,5,5,0,0
14/07/2026,2026,AC,01090,MÂNCIO LIMA,4,FEMININO,SOLTEIRO,35 a 39 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,55,52,0,0
14/07/2026,2026,AC,01023,PORTO ACRE,1,FEMININO,CASADO,40 a 44 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,14,14,0,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,MASCULINO,CASADO,50 a 54 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,36,33,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,SOLTEIRO,17 anos,ENSINO MÉDIO COMPLETO,Branca,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,MASCULINO,CASADO,65 a 69 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,31,31,1,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,FEMININO,DIVORCIADO,35 a 39 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,5,5,0,0
14/07/2026,2026,AC,01082,RODRIGUES ALVES,4,FEMININO,CASADO,30 a 34 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,8,8,0,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,FEMININO,SOLTEIRO,25 a 29 anos,ENSINO MÉDIO COMPLETO,Parda,Prefere não informar,NÃO,7,7,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,MASCULINO,SOLTEIRO,75 a 79 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,50,47,3,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,SOLTEIRO,35 a 39 anos,SUPERIOR INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,29,29,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,FEMININO,DIVORCIADO,45 a 49 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,10,10,0,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,MASCULINO,SOLTEIRO,55 a 59 anos,SUPERIOR COMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,SOLTEIRO,40 a 44 anos,ENSINO MÉDIO COMPLETO,Preta,Cisgênero,NÃO,10,10,1,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,FEMININO,SOLTEIRO,35 a 39 anos,SUPERIOR INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,29,29,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,SOLTEIRO,35 a 39 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,183,168,0,0
14/07/2026,2026,AC,01554,MANOEL URBANO,3,FEMININO,CASADO,65 a 69 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,12,12,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,FEMININO,DIVORCIADO,55 a 59 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,30,30,0,0
14/07/2026,2026,AC,01104,JORDÃO,5,MASCULINO,SOLTEIRO,45 a 49 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,11,11,0,0
14/07/2026,2026,AC,01015,CAPIXABA,2,FEMININO,CASADO,75 a 79 anos,ENSINO FUNDAMENTAL COMPLETO,Branca,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01023,PORTO ACRE,1,MASCULINO,CASADO,25 a 29 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,3,2,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,MASCULINO,CASADO,80 a 84 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,MASCULINO,CASADO,55 a 59 anos,ENSINO FUNDAMENTAL INCOMPLETO,Preta,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,CASADO,85 a 89 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,36,36,0,0
14/07/2026,2026,AC,01490,XAPURI,2,MASCULINO,DIVORCIADO,65 a 69 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,3,3,0,0
14/07/2026,2026,AC,01066,PORTO WALTER,4,MASCULINO,SOLTEIRO,50 a 54 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,44,43,0,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,FEMININO,CASADO,55 a 59 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,12,12,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,FEMININO,CASADO,40 a 44 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,21,21,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,FEMININO,CASADO,55 a 59 anos,ANALFABETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,CASADO,21 a 24 anos,SUPERIOR INCOMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,FEMININO,SOLTEIRO,18 anos,ANALFABETO,Indígena,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01090,MÂNCIO LIMA,4,MASCULINO,CASADO,55 a 59 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,15,15,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,DIVORCIADO,75 a 79 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,7,7,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,FEMININO,VIÚVO,35 a 39 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,SOLTEIRO,30 a 34 anos,ENSINO MÉDIO INCOMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,FEMININO,SOLTEIRO,20 anos,ENSINO MÉDIO INCOMPLETO,Amarela,Prefere não informar,NÃO,1,0,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,MASCULINO,SOLTEIRO,30 a 34 anos,LÊ E ESCREVE,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,FEMININO,DIVORCIADO,45 a 49 anos,ENSINO MÉDIO COMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,SOLTEIRO,20 anos,SUPERIOR INCOMPLETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01090,MÂNCIO LIMA,4,MASCULINO,CASADO,50 a 54 anos,ANALFABETO,Parda,Cisgênero,NÃO,7,7,1,0
14/07/2026,2026,AC,01015,CAPIXABA,2,FEMININO,DIVORCIADO,55 a 59 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,3,3,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,VIÚVO,70 a 74 anos,ENSINO MÉDIO COMPLETO,Branca,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01031,SANTA ROSA DO PURUS,3,FEMININO,CASADO,35 a 39 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,2,2,0,0
14/07/2026,2026,AC,01066,PORTO WALTER,4,MASCULINO,SOLTEIRO,17 anos,ENSINO MÉDIO INCOMPLETO,Indígena,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01090,MÂNCIO LIMA,4,FEMININO,SOLTEIRO,65 a 69 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01023,PORTO ACRE,1,FEMININO,DIVORCIADO,65 a 69 anos,ANALFABETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01074,CRUZEIRO DO SUL,4,MASCULINO,CASADO,30 a 34 anos,ENSINO FUNDAMENTAL COMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,MASCULINO,SOLTEIRO,20 anos,SUPERIOR INCOMPLETO,Preta,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,MASCULINO,SOLTEIRO,21 a 24 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01090,MÂNCIO LIMA,4,FEMININO,DIVORCIADO,50 a 54 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,2,2,1,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,VIÚVO,85 a 89 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,2,2,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,MASCULINO,DIVORCIADO,40 a 44 anos,ENSINO FUNDAMENTAL COMPLETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,FEMININO,SEPARADO JUDICIALMENTE,50 a 54 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,2,2,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,SOLTEIRO,25 a 29 anos,SUPERIOR COMPLETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01007,BUJARI,9,MASCULINO,CASADO,25 a 29 anos,SUPERIOR INCOMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,SOLTEIRO,40 a 44 anos,ENSINO FUNDAMENTAL INCOMPLETO,Preta,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01090,MÂNCIO LIMA,4,FEMININO,SOLTEIRO,30 a 34 anos,ENSINO FUNDAMENTAL INCOMPLETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,FEMININO,SOLTEIRO,21 a 24 anos,ENSINO FUNDAMENTAL COMPLETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,FEMININO,SOLTEIRO,55 a 59 anos,ENSINO MÉDIO INCOMPLETO,Parda,Prefere não informar,NÃO,1,0,0,0
14/07/2026,2026,AC,01090,MÂNCIO LIMA,4,MASCULINO,CASADO,70 a 74 anos,SUPERIOR INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,MASCULINO,SOLTEIRO,25 a 29 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,MASCULINO,SOLTEIRO,40 a 44 anos,ENSINO MÉDIO INCOMPLETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,SOLTEIRO,30 a 34 anos,ENSINO MÉDIO COMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01023,PORTO ACRE,1,MASCULINO,SOLTEIRO,21 a 24 anos,ENSINO FUNDAMENTAL INCOMPLETO,Preta,Cisgênero,NÃO,10,8,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,SOLTEIRO,35 a 39 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,486,467,4,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,MASCULINO,SOLTEIRO,21 a 24 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,32,29,1,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,FEMININO,SOLTEIRO,30 a 34 anos,SUPERIOR INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,8,8,0,0
14/07/2026,2026,AC,01104,JORDÃO,5,MASCULINO,SOLTEIRO,55 a 59 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,21,18,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,FEMININO,SOLTEIRO,40 a 44 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,44,39,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,SOLTEIRO,45 a 49 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,26,23,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,CASADO,50 a 54 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,7,7,0,0
14/07/2026,2026,AC,01040,MARECHAL THAUMATURGO,4,MASCULINO,CASADO,55 a 59 anos,LÊ E ESCREVE,Parda,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,MASCULINO,CASADO,30 a 34 anos,LÊ E ESCREVE,Parda,Cisgênero,NÃO,6,6,0,0
14/07/2026,2026,AC,01007,BUJARI,9,FEMININO,SOLTEIRO,25 a 29 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,44,41,1,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,VIÚVO,70 a 74 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,3,3,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,SOLTEIRO,65 a 69 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,130,129,1,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,FEMININO,CASADO,75 a 79 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,12,12,1,0
14/07/2026,2026,AC,01066,PORTO WALTER,4,MASCULINO,SOLTEIRO,30 a 34 anos,ENSINO MÉDIO INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,36,30,0,0
14/07/2026,2026,AC,01104,JORDÃO,5,FEMININO,SOLTEIRO,19 anos,LÊ E ESCREVE,Preta,Cisgênero,NÃO,3,3,0,0
14/07/2026,2026,AC,01015,CAPIXABA,2,FEMININO,SOLTEIRO,70 a 74 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,11,11,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,FEMININO,SOLTEIRO,18 anos,ENSINO MÉDIO INCOMPLETO,Amarela,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01120,ACRELÂNDIA,8,FEMININO,CASADO,45 a 49 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,FEMININO,SOLTEIRO,80 a 84 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,4,4,0,0
14/07/2026,2026,AC,01082,RODRIGUES ALVES,4,MASCULINO,CASADO,50 a 54 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,22,22,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,SOLTEIRO,35 a 39 anos,ANALFABETO,Indígena,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,FEMININO,CASADO,21 a 24 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,20,15,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,SOLTEIRO,16 anos,ENSINO MÉDIO INCOMPLETO,Preta,Cisgênero,NÃO,35,35,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,SOLTEIRO,60 a 64 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,16,16,1,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,CASADO,85 a 89 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,27,27,0,0
14/07/2026,2026,AC,01015,CAPIXABA,2,MASCULINO,CASADO,45 a 49 anos,LÊ E ESCREVE,Parda,Cisgênero,NÃO,6,6,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,MASCULINO,SOLTEIRO,35 a 39 anos,ENSINO FUNDAMENTAL INCOMPLETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,MASCULINO,CASADO,35 a 39 anos,SUPERIOR COMPLETO,Parda,Prefere não informar,NÃO,7,7,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,FEMININO,SOLTEIRO,35 a 39 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Prefere não informar,NÃO,23,23,1,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,MASCULINO,CASADO,45 a 49 anos,SUPERIOR INCOMPLETO,Parda,Prefere não informar,NÃO,3,3,0,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,FEMININO,SOLTEIRO,16 anos,ENSINO FUNDAMENTAL INCOMPLETO,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,FEMININO,CASADO,70 a 74 anos,ENSINO FUNDAMENTAL INCOMPLETO,Branca,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,FEMININO,CASADO,60 a 64 anos,SUPERIOR COMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,MASCULINO,CASADO,45 a 49 anos,ANALFABETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,DIVORCIADO,30 a 34 anos,SUPERIOR INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,19,18,0,0
14/07/2026,2026,AC,01031,SANTA ROSA DO PURUS,3,MASCULINO,CASADO,65 a 69 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01040,MARECHAL THAUMATURGO,4,FEMININO,CASADO,35 a 39 anos,LÊ E ESCREVE,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01058,BRASILÉIA,6,FEMININO,SEPARADO JUDICIALMENTE,45 a 49 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,MASCULINO,CASADO,35 a 39 anos,SUPERIOR COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,18,18,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,SOLTEIRO,35 a 39 anos,SUPERIOR INCOMPLETO,Branca,Cisgênero,NÃO,8,8,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,MASCULINO,DIVORCIADO,55 a 59 anos,ENSINO MÉDIO COMPLETO,Preta,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01538,SENADOR GUIOMARD,8,MASCULINO,CASADO,35 a 39 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01120,ACRELÂNDIA,8,MASCULINO,SOLTEIRO,40 a 44 anos,ENSINO MÉDIO COMPLETO,Parda,Cisgênero,NÃO,5,5,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,FEMININO,VIÚVO,50 a 54 anos,ENSINO FUNDAMENTAL COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,FEMININO,VIÚVO,70 a 74 anos,ANALFABETO,Preta,Cisgênero,NÃO,5,5,0,0
14/07/2026,2026,AC,01023,PORTO ACRE,1,MASCULINO,CASADO,85 a 89 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,15,15,0,0
14/07/2026,2026,AC,01511,PLÁCIDO DE CASTRO,8,FEMININO,SOLTEIRO,30 a 34 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,SOLTEIRO,21 a 24 anos,ENSINO MÉDIO COMPLETO,Branca,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,SOLTEIRO,55 a 59 anos,ENSINO MÉDIO INCOMPLETO,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,9,FEMININO,CASADO,40 a 44 anos,SUPERIOR COMPLETO,Preta,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01554,MANOEL URBANO,3,MASCULINO,CASADO,35 a 39 anos,ENSINO FUNDAMENTAL COMPLETO,Parda,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01120,ACRELÂNDIA,8,MASCULINO,DIVORCIADO,60 a 64 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,3,3,0,0
14/07/2026,2026,AC,01007,BUJARI,9,MASCULINO,SOLTEIRO,65 a 69 anos,ANALFABETO,Branca,Cisgênero,NÃO,2,2,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,CASADO,50 a 54 anos,LÊ E ESCREVE,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01554,MANOEL URBANO,3,FEMININO,SOLTEIRO,95 a 99 anos,ANALFABETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,0,0,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,FEMININO,SOLTEIRO,50 a 54 anos,ANALFABETO,Parda,Cisgênero,NÃO,6,6,0,0
14/07/2026,2026,AC,01139,FEIJÓ,7,MASCULINO,CASADO,80 a 84 anos,LÊ E ESCREVE,Branca,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01554,MANOEL URBANO,3,MASCULINO,SOLTEIRO,40 a 44 anos,ENSINO MÉDIO COMPLETO,Parda,Prefere não informar,NÃO,1,1,0,0
14/07/2026,2026,AC,01104,JORDÃO,5,FEMININO,SOLTEIRO,55 a 59 anos,LÊ E ESCREVE,Indígena,Cisgênero,NÃO,1,1,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,FEMININO,VIÚVO,75 a 79 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,12,12,2,0
14/07/2026,2026,AC,01120,ACRELÂNDIA,8,FEMININO,CASADO,25 a 29 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,23,22,0,0
14/07/2026,2026,AC,01457,SENA MADUREIRA,3,FEMININO,SOLTEIRO,30 a 34 anos,ENSINO MÉDIO COMPLETO,Parda,Prefere não informar,NÃO,2,2,0,0
14/07/2026,2026,AC,01082,RODRIGUES ALVES,4,MASCULINO,SOLTEIRO,55 a 59 anos,ANALFABETO,Preta,Cisgênero,NÃO,4,4,0,0
14/07/2026,2026,AC,01120,ACRELÂNDIA,8,MASCULINO,SOLTEIRO,40 a 44 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,41,40,0,0
14/07/2026,2026,AC,01392,RIO BRANCO,1,MASCULINO,SOLTEIRO,35 a 39 anos,SUPERIOR INCOMPLETO,Preta,Cisgênero,NÃO,4,4,1,0
14/07/2026,2026,AC,01473,TARAUACÁ,5,MASCULINO,VIÚVO,40 a 44 anos,ENSINO FUNDAMENTAL INCOMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,1,1,0,0
14/07/2026,2026,AC,01112,EPITACIOLÂNDIA,6,FEMININO,SOLTEIRO,25 a 29 anos,ENSINO FUNDAMENTAL INCOMPLETO,Parda,Cisgênero,NÃO,24,21,2,0
14/07/2026,2026,AC,01139,FEIJÓ,7,FEMININO,SOLTEIRO,21 a 24 anos,ENSINO FUNDAMENTAL INCOMPLETO,Indígena,Cisgênero,NÃO,6,6,1,0
14/07/2026,2026,AC,01554,MANOEL URBANO,3,FEMININO,SOLTEIRO,35 a 39 anos,ANALFABETO,Parda,Cisgênero,NÃO,3,2,1,0
14/07/2026,2026,AC,01570,ASSIS BRASIL,6,FEMININO,CASADO,50 a 54 anos,LÊ E ESCREVE,Parda,Cisgênero,NÃO,7,7,0,0
14/07/2026,2026,AC,01031,SANTA ROSA DO PURUS,3,MASCULINO,SOLTEIRO,85 a 89 anos,LÊ E ESCREVE,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,2,2,0,0
14/07/2026,2026,AC,01007,BUJARI,9,MASCULINO,DIVORCIADO,55 a 59 anos,ENSINO MÉDIO COMPLETO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,4,4,0,0
